македонија	500
нов	357
година	325
систем	306
граѓанин	305
биде	282
изградба	263
поддршка	258
цел	245
проект	238
развој	235
заштита	228
програма	218
живот	208
образование	206
јавен	200
држава	187
република	183
институција	173
работа	170
закон	168
обезбедиме	168
воведеме	165
центар	164
државен	162
средство	162
социјален	161
наш	159
власт	154
политика	153
финансиски	153
пат	152
лице	151
изборен	150
има	146
нивен	142
услов	142
место	139
квалитет	138
општина	137
земја	136
земјоделски	135
локален	132
услуга	131
сектор	130
здравствен	129
мерка	129
основен	129
работен	129
европски	127
млад	127
дел	125
план	125
претпријатие	124
можност	123
секој	123
евро	120
плата	119
граѓани	118
македонски	118
среден	117
дете	111
трошок	111
производ	108
регионален	108
култура	107
прв	107
поголем	105
влада	104
потреба	103
инвестиција	98
културен	98
според	98
стандард	96
законски	95
процес	94
фонд	94
обезбеди	93
реконструкција	93
посебен	92
национален	91
право	91
овие	90
целосно	90
вработен	89
енергија	89
компанија	89
начин	89
време	87
мал	87
област	87
средина	87
производство	86
контрола	84
обврска	84
права	84
скопје	84
учество	84
страна	83
добие	82
денар	81
мрежа	81
ниво	81
политички	81
данок	80
стручен	80
група	79
однос	79
општество	79
буџет	77
капацитет	77
обезбедување	77
период	76
вода	75
вработување	75
може	74
училиште	74
пазар	73
соодветен	73
соработка	73
спортски	73
странски	73
економски	72
интерес	71
квалитетен	71
меѓународен	71
месец	71
семејство	71
зголемување	69
обука	68
основа	68
помош	68
создаде	68
стратегија	68
користење	67
полиција	67
постапка	67
годишен	66
спорт	66
дејност	65
домашен	65
висина	64
овозможиме	64
подобрување	64
министерство	63
организација	63
правен	63
пристап	63
програми	63
регион	63
заедница	61
партиски	61
рамка	61
активност	60
ден	60
друг	60
користи	60
повисок	60
станица	60
голем	59
намалување	59
постоечки	59
администрација	58
бизнис	58
рурален	58
ученик	58
целосен	58
број	57
земјиште	57
јавни	57
нашите	57
приход	57
универзитет	57
арм	56
брои	56
наставник	56
спроведување	56
студент	56
ефикасен	55
затоа	55
зголемиме	55
направи	55
објект	55
вистински	54
започне	54
инфраструктура	54
лек	54
цели	54
активен	53
вредност	53
даде	53
реформа	53
даночен	52
зона	52
приватен	52
промена	52
избор	51
концепт	51
намалиме	51
проблем	51
професионален	51
работење	51
решение	51
вање	50
град	50
заради	50
наместа	50
ните	50
опрема	50
подобар	50
про	50
висок	49
економија	49
површина	49
потребен	49
воспостави	48
медиум	48
милион	48
резултат	48
финансирање	48
храна	48
безбедност	47
зголеми	47
нато	47
податок	47
добива	46
дом	46
измена	46
износ	46
намали	46
служба	46
труд	46
цена	46
достапен	45
живее	45
животен	45
значи	45
изгради	45
поддржиме	45
функција	45
злоупотреба	44
индустриски	44
состојба	44
вкупен	43
договор	43
листа	43
транспарентност	43
управување	43
установа	43
час	43
човеков	43
агенција	42
вид	42
граѓански	42
јасен	42
луѓе	42
населен	42
нејзин	42
овозможи	42
особен	42
примени	42
различен	42
согласно	42
степен	42
субвенција	42
фирма	42
изнесува	41
критериум	41
меѓу	41
процедура	41
ризик	41
системи	41
слобода	41
случај	41
судски	41
формираме	41
анализа	40
битола	40
дпмне	40
клас	40
комисија	40
работници	40
совет	40
вмро	39
втор	39
кадар	39
коишто	39
неопходен	39
патен	39
приоритет	39
природен	39
родител	39
рок	39
сопствен	39
стане	39
странство	39
субјект	39
дополнителен	38
ист	38
образовен	38
односно	38
ревизија	38
суд	38
враќање	37
единица	37
земјоделство	37
исплата	37
категорија	37
клучен	37
коридор	37
нивното	37
одлука	37
помеѓу	37
самоуправа	37
собрание	37
стимулираме	37
воведување	36
главен	36
материјал	36
остварување	36
продолжи	36
реален	36
река	36
создавање	36
укинеме	36
грижа	35
извор	35
отворен	35
постоен	35
постојан	35
пример	35
реализација	35
студентски	35
унапредување	35
документ	34
железнички	34
јавност	34
отворање	34
пациент	34
пензија	34
полициски	34
пруга	34
работат	34
современ	34
спроведеме	34
стан	34
тело	34
технички	34
директен	33
заеднички	33
заедно	33
зголемен	33
земјоделец	33
месечен	33
пара	33
попреченост	33
следен	33
фаза	33
единствен	32
здравје	32
знаење	32
иднина	32
крај	32
набавка	32
отвори	32
плаќа	32
процент	32
создава	32
стапка	32
влијание	31
врати	31
врши	31
градинка	31
доход	31
еднаков	31
здравство	31
иден	31
надворешен	31
насилство	31
одржување	31
помал	31
практика	31
прашање	31
простор	31
село	31
бруто	30
европа	30
енергетски	30
криминал	30
механизам	30
надоместок	30
најголем	30
насока	30
научен	30
одреден	30
осигурување	30
принцип	30
регулатива	30
ресурс	30
сака	30
сегашен	30
сервис	30
судство	30
технологија	30
увоз	30
донесеме	29
електронски	29
икт	29
најдобар	29
најмалку	29
независен	29
орган	29
ослободи	29
подготовка	29
поради	29
прави	29
сиромаштија	29
сфера	29
учествува	29
формирање	29
шума	29
гарантира	28
гаранција	28
задача	28
имот	28
индустрија	28
минимален	28
население	28
одржлив	28
пари	28
планирање	28
поврзување	28
правата	28
стави	28
тек	28
урбан	28
домашни	27
дополнително	27
зајакнеме	27
здружение	27
мандатот	27
мрт	27
надзор	27
натпревар	27
персонал	27
плаќање	27
притисок	27
свој	27
сообраќај	27
стопанство	27
борба	26
важен	26
документација	26
канализација	26
корупција	26
наводнување	26
наменет	26
одбран	26
одговорност	26
претставува	26
приоритетен	26
работник	26
сдсм	26
службеник	26
централен	26
шумарство	26
воведе	25
воздух	25
граница	25
дебата	25
доколку	25
домаќинство	25
жртва	25
искористување	25
медицински	25
нема	25
ност	25
општествен	25
преговори	25
просечен	25
решавање	25
сила	25
следење	25
сметка	25
три	25
бит-пазар	24
ваков	24
ефикасност	24
истражувачки	24
крак	24
куќа	24
министер	24
отпад	24
почитување	24
распределба	24
спроведува	24
судија	24
технолошки	24
третман	24
штип	24
води	23
ддв	23
добивање	23
долгорочен	23
доходот	23
етнички	23
зголемена	23
земјоделското	23
изработка	23
колективен	23
консултација	23
линија	23
модернизација	23
негов	23
потенцијал	23
правда	23
пре	23
против	23
светски	23
станбен	23
уредување	23
бесплатен	22
градење	22
гради	22
директно	22
институт	22
јазик	22
клуб	22
кредит	22
